t      	v      	nai    	nass   	ki     	kss    	cai    	cass   	cansr  	cajsr  	Jrel   	CaMKt  	Jup    	Jtr    	Jdiff  	JdiffNa	JdiffK 	Jleak  	INa    	INaL   	Ito    	ICaL   	ICaNa  	ICaK   	IKr    	IKs    	IK1    	INaCa_i	INaCa_ss	INaCa  	INaK   	IKb    	INab   	IpCa   	ICab   	Ist    	dt     	APD    
6.838017e+00      	39.9149	7.21923	7.22129	144.435	144.433	0.000101876	0.00679268	1.58903	0.774535	0.383021	0.0122627	0.000279506	0.00814056	0.0334193	0.00102906	-0.00108361	0.000417122	-0.200812	-0.125781	0.721778	-1.14554	-0.329701	0.557982	0.219993	0.00542123	5.35617e-05	0.0396643	-0.133287	-0.0936231	0.200009	0.306525	-0.00168685	8.46039e-05	-0.000467754	0      	0.005  	272.099
6.888017e+00      	39.909 	7.21923	7.22132	144.435	144.433	0.000102291	0.00686218	1.58901	0.770134	0.379348	0.0122676	0.000282319	0.00818443	0.0337651	0.00104124	-0.00108357	0.000417116	-0.195632	-0.125753	0.718018	-1.14045	-0.329104	0.556814	0.220684	0.00547595	5.35925e-05	0.0398458	-0.13419	-0.0943438	0.200002	0.306492	-0.00168719	8.48892e-05	-0.000467895	0      	0.005  	272.099
6.938017e+00      	39.9028	7.21923	7.22134	144.435	144.433	0.000102709	0.00693082	1.58899	0.765794	0.375705	0.0122725	0.000285153	0.00822767	0.0341066	0.00105323	-0.00108347	0.00041711	-0.190603	-0.125727	0.714249	-1.13543	-0.328512	0.555646	0.221373	0.00553068	5.36249e-05	0.0400282	-0.135074	-0.0950457	0.199995	0.306456	-0.00168755	8.51774e-05	-0.000468044	0      	0.005  	272.099
6.988017e+00      	39.8964	7.21924	7.22137	144.435	144.433	0.000103133	0.00699859	1.58897	0.761516	0.372091	0.0122775	0.000288007	0.0082703	0.0344438	0.00106503	-0.00108331	0.000417105	-0.18572	-0.125702	0.710473	-1.1305	-0.327924	0.554478	0.222061	0.00558542	5.36588e-05	0.0402114	-0.13594	-0.0957289	0.199988	0.306419	-0.00168792	8.54685e-05	-0.0004682	0      	0.005  	272.099
7.038017e+00      	39.8897	7.21924	7.22139	144.435	144.433	0.000103561	0.00706548	1.58895	0.757298	0.368508	0.0122825	0.000290881	0.00831232	0.0347766	0.00107663	-0.0010831	0.000417099	-0.180979	-0.125678	0.706692	-1.12564	-0.327341	0.55331	0.222746	0.00564018	5.36941e-05	0.0403954	-0.136789	-0.0963936	0.19998	0.306381	-0.00168831	8.57623e-05	-0.000468363	0      	0.005  	272.099
7.088017e+00      	39.8827	7.21924	7.22141	144.435	144.433	0.000103994	0.00713147	1.58893	0.753139	0.364954	0.0122874	0.000293776	0.00835376	0.0351048	0.00108805	-0.00108285	0.000417093	-0.176374	-0.125656	0.702906	-1.12087	-0.326761	0.552144	0.223429	0.00569494	5.37308e-05	0.0405801	-0.13762	-0.0970402	0.199972	0.306341	-0.00168871	8.60589e-05	-0.000468532	0      	0.005  	272.099
7.138017e+00      	39.8755	7.21924	7.22144	144.435	144.433	0.000104432	0.00719655	1.5889 	0.749038	0.36143	0.0122924	0.00029669	0.0083946	0.0354285	0.00109929	-0.00108254	0.000417088	-0.171901	-0.125635	0.699118	-1.11618	-0.326186	0.550978	0.224111	0.00574972	5.37688e-05	0.0407656	-0.138434	-0.0976688	0.199964	0.3063 	-0.00168913	8.63582e-05	-0.000468708	0      	0.005  	272.099
7.188017e+00      	39.868 	7.21924	7.22146	144.435	144.433	0.000104874	0.0072607	1.58888	0.744995	0.357936	0.0122975	0.000299625	0.00843487	0.0357475	0.00111034	-0.00108219	0.000417082	-0.167555	-0.125615	0.695329	-1.11157	-0.325614	0.549813	0.22479	0.0058045	5.38081e-05	0.0409519	-0.139231	-0.0982796	0.199955	0.306257	-0.00168956	8.66602e-05	-0.00046889	0      	0.005  	272.099
7.238017e+00      	39.8603	7.21924	7.22148	144.435	144.433	0.00010532	0.0073239	1.58886	0.741009	0.354471	0.0123025	0.000302579	0.00847458	0.0360618	0.00112121	-0.00108179	0.000417076	-0.163332	-0.125596	0.691539	-1.10704	-0.325047	0.54865	0.225467	0.00585929	5.38486e-05	0.0411387	-0.140012	-0.0988729	0.199946	0.306213	-0.00169001	8.69647e-05	-0.000469077	0      	0.005  	272.099
7.288017e+00      	39.8524	7.21924	7.2215 	144.435	144.433	0.000105771	0.00738615	1.58884	0.737078	0.351037	0.0123075	0.000305552	0.00851372	0.0363712	0.00113191	-0.00108134	0.000417071	-0.159228	-0.125578	0.687749	-1.10259	-0.324483	0.547488	0.226142	0.00591409	5.38902e-05	0.0413263	-0.140775	-0.0994489	0.199937	0.306168	-0.00169046	8.72719e-05	-0.00046927	0      	0.005  	272.099
7.338017e+00      	39.8443	7.21924	7.22152	144.435	144.433	0.000106226	0.00744744	1.58882	0.733201	0.347632	0.0123126	0.000308544	0.00855232	0.0366759	0.00114242	-0.00108085	0.000417065	-0.155239	-0.125562	0.683962	-1.09821	-0.323923	0.546327	0.226814	0.0059689	5.39331e-05	0.0415144	-0.141522	-0.100008	0.199928	0.306121	-0.00169093	8.75816e-05	-0.000469469	0      	0.005  	272.099
7.388017e+00      	39.836 	7.21924	7.22155	144.435	144.433	0.000106686	0.00750774	1.5888 	0.729379	0.344258	0.0123177	0.000311556	0.00859038	0.0369756	0.00115276	-0.00108032	0.000417059	-0.151361	-0.125546	0.680177	-1.09392	-0.323367	0.545168	0.227484	0.00602371	5.3977e-05	0.0417031	-0.142253	-0.10055	0.199918	0.306074	-0.00169142	8.78937e-05	-0.000469672	0      	0.005  	272.099
7.438017e+00      	39.8275	7.21924	7.22157	144.435	144.433	0.00010715	0.00756705	1.58877	0.72561	0.340912	0.0123228	0.000314586	0.00862791	0.0372703	0.00116293	-0.00107975	0.000417054	-0.147591	-0.125532	0.676396	-1.0897	-0.322814	0.54401	0.228152	0.00607853	5.40219e-05	0.0418924	-0.142968	-0.101075	0.199908	0.306025	-0.00169191	8.82084e-05	-0.00046988	0      	0.005  	272.099
7.488017e+00      	39.8188	7.21924	7.22159	144.435	144.433	0.000107618	0.00762536	1.58875	0.721893	0.337597	0.0123279	0.000317634	0.00866492	0.03756	0.00117293	-0.00107913	0.000417048	-0.143924	-0.125518	0.67262	-1.08556	-0.322264	0.542855	0.228818	0.00613335	5.40678e-05	0.0420821	-0.143666	-0.101584	0.199898	0.305975	-0.00169241	8.85254e-05	-0.000470094	0      	0.005  	272.099
7.538017e+00      	39.8099	7.21924	7.22161	144.435	144.433	0.00010809	0.00768265	1.58873	0.718227	0.33431	0.012333	0.0003207	0.00870141	0.0378446	0.00118276	-0.00107848	0.000417042	-0.140359	-0.125506	0.66885	-1.0815	-0.321718	0.541701	0.229481	0.00618818	5.41147e-05	0.0422723	-0.14435	-0.102077	0.199888	0.305924	-0.00169293	8.88447e-05	-0.000470311	0      	0.005  	272.099
7.588017e+00      	39.8009	7.21924	7.22163	144.435	144.433	0.000108567	0.00773893	1.58871	0.714611	0.331054	0.0123381	0.000323785	0.00873739	0.0381241	0.00119242	-0.00107779	0.000417036	-0.136891	-0.125494	0.665086	-1.07751	-0.321176	0.54055	0.230142	0.00624301	5.41626e-05	0.0424629	-0.145017	-0.102554	0.199878	0.305872	-0.00169345	8.91664e-05	-0.000470533	0      	0.005  	272.099
7.638017e+00      	39.7917	7.21924	7.22165	144.435	144.433	0.000109047	0.00779417	1.58869	0.711046	0.327826	0.0123433	0.000326887	0.00877288	0.0383985	0.00120191	-0.00107706	0.000417031	-0.133517	-0.125483	0.661329	-1.0736	-0.320636	0.5394 	0.230801	0.00629784	5.42113e-05	0.042654	-0.145669	-0.103015	0.199867	0.305819	-0.00169398	8.94903e-05	-0.000470759	0      	0.005  	272.099
7.688017e+00      	39.7824	7.21924	7.22166	144.435	144.433	0.000109532	0.00784838	1.58866	0.707529	0.324628	0.0123484	0.000330006	0.00880788	0.0386676	0.00121125	-0.00107629	0.000417025	-0.130234	-0.125473	0.657581	-1.06976	-0.3201	0.538253	0.231457	0.00635267	5.42608e-05	0.0428453	-0.146306	-0.103461	0.199856	0.305766	-0.00169453	8.98164e-05	-0.000470989	0      	0.005  	272.099
7.738017e+00      	39.7729	7.21924	7.22168	144.435	144.433	0.00011002	0.00790154	1.58864	0.704061	0.321458	0.0123536	0.000333142	0.00884239	0.0389315	0.00122042	-0.00107549	0.000417019	-0.12704	-0.125464	0.653841	-1.066 	-0.319567	0.537109	0.232111	0.0064075	5.43112e-05	0.043037	-0.146928	-0.103891	0.199845	0.305711	-0.00169508	9.01448e-05	-0.000471223	0      	0.005  	272.099
7.788017e+00      	39.7632	7.21924	7.2217 	144.435	144.433	0.000110513	0.00795364	1.58862	0.70064	0.318317	0.0123588	0.000336295	0.00887643	0.0391901	0.00122943	-0.00107466	0.000417014	-0.123931	-0.125455	0.650111	-1.06231	-0.319037	0.535967	0.232762	0.00646234	5.43623e-05	0.0432289	-0.147535	-0.104307	0.199834	0.305656	-0.00169564	9.04752e-05	-0.00047146	0      	0.005  	272.099
7.838017e+00      	39.7535	7.21924	7.22172	144.435	144.433	0.000111009	0.00800469	1.5886 	0.697266	0.315205	0.0123639	0.000339464	0.00891	0.0394434	0.00123828	-0.00107379	0.000417008	-0.120906	-0.125448	0.646391	-1.0587	-0.31851	0.534827	0.233411	0.00651717	5.44142e-05	0.0434211	-0.148128	-0.104707	0.199823	0.3056 	-0.0016962	9.08077e-05	-0.000471701	0      	0.005  	272.099
7.888017e+00      	39.7436	7.21924	7.22174	144.435	144.433	0.00011151	0.00805468	1.58858	0.693938	0.312122	0.0123691	0.000342649	0.00894311	0.0396914	0.00124698	-0.00107289	0.000417002	-0.117961	-0.125441	0.642683	-1.05516	-0.317986	0.53369	0.234057	0.006572	5.44668e-05	0.0436134	-0.148706	-0.105093	0.199812	0.305543	-0.00169678	9.11422e-05	-0.000471945	0      	0.005  	272.099
7.938017e+00      	39.7336	7.21924	7.22175	144.435	144.433	0.000112014	0.0081036	1.58856	0.690655	0.309067	0.0123743	0.00034585	0.00897577	0.039934	0.00125552	-0.00107196	0.000416996	-0.115094	-0.125434	0.638985	-1.05169	-0.317465	0.532556	0.234701	0.00662683	5.45201e-05	0.0438059	-0.14927	-0.105464	0.1998 	0.305486	-0.00169736	9.14787e-05	-0.000472192	0      	0.005  	272.099
7.988017e+00      	39.7235	7.21924	7.22177	144.435	144.433	0.000112521	0.00815144	1.58853	0.687416	0.30604	0.0123795	0.000349066	0.00900798	0.0401712	0.00126391	-0.001071	0.000416991	-0.112302	-0.125428	0.6353 	-1.04829	-0.316946	0.531424	0.235342	0.00668166	5.4574e-05	0.0439985	-0.14982	-0.105822	0.199788	0.305428	-0.00169794	9.18171e-05	-0.000472441	0      	0.005  	272.099
8.038017e+00      	39.7133	7.21924	7.22179	144.435	144.433	0.000113033	0.00819821	1.58851	0.684222	0.303041	0.0123848	0.000352298	0.00903975	0.040403	0.00127215	-0.00107001	0.000416985	-0.109584	-0.125423	0.631628	-1.04496	-0.316431	0.530296	0.235981	0.00673648	5.46285e-05	0.0441912	-0.150356	-0.106165	0.199777	0.305369	-0.00169854	9.21574e-05	-0.000472694	0      	0.005  	272.099
8.088017e+00      	39.703 	7.21924	7.2218 	144.435	144.433	0.000113548	0.00824391	1.58849	0.681071	0.30007	0.01239	0.000355544	0.00907109	0.0406294	0.00128024	-0.00106899	0.000416979	-0.106937	-0.125419	0.627969	-1.0417	-0.315917	0.52917	0.236617	0.0067913	5.46836e-05	0.0443839	-0.150879	-0.106495	0.199765	0.30531	-0.00169914	9.24995e-05	-0.000472949	0      	0.005  	272.099
8.138017e+00      	39.6926	7.21924	7.22182	144.435	144.433	0.000114066	0.00828852	1.58847	0.677962	0.297126	0.0123952	0.000358804	0.009102	0.0408505	0.00128818	-0.00106794	0.000416974	-0.104359	-0.125415	0.624323	-1.03851	-0.315407	0.528047	0.237251	0.00684612	5.47392e-05	0.0445766	-0.151387	-0.106811	0.199753	0.30525	-0.00169974	9.28434e-05	-0.000473207	0      	0.005  	272.099
8.188017e+00      	39.6821	7.21924	7.22184	144.435	144.433	0.000114588	0.00833205	1.58845	0.674895	0.29421	0.0124005	0.000362079	0.0091325	0.041066	0.00129598	-0.00106687	0.000416968	-0.101848	-0.125411	0.620692	-1.03538	-0.314899	0.526927	0.237882	0.00690093	5.47954e-05	0.0447692	-0.151883	-0.107114	0.199741	0.30519	-0.00170035	9.3189e-05	-0.000473467	0      	0.005  	272.099
8.238017e+00      	39.6715	7.21924	7.22185	144.435	144.433	0.000115114	0.00837449	1.58843	0.671869	0.291322	0.0124057	0.000365367	0.00916258	0.0412762	0.00130363	-0.00106577	0.000416962	-0.0994021	-0.125408	0.617076	-1.03233	-0.314394	0.525811	0.23851	0.00695574	5.4852e-05	0.0449618	-0.152365	-0.107403	0.199728	0.305129	-0.00170097	9.35363e-05	-0.00047373	0      	0.005  	272.099
8.288017e+00      	39.6608	7.21924	7.22187	144.435	144.433	0.000115643	0.00841585	1.5884 	0.668884	0.28846	0.012411	0.000368668	0.00919225	0.0414809	0.00131114	-0.00106464	0.000416957	-0.0970191	-0.125406	0.613474	-1.02934	-0.313891	0.524697	0.239136	0.00701054	5.49092e-05	0.0451542	-0.152835	-0.10768	0.199716	0.305067	-0.00170159	9.38853e-05	-0.000473994	0      	0.005  	272.099
8.338017e+00      	39.6501	7.21924	7.22188	144.435	144.433	0.000116175	0.00845613	1.58838	0.665939	0.285625	0.0124163	0.000371983	0.00922153	0.0416802	0.00131851	-0.0010635	0.000416951	-0.0946972	-0.125404	0.609889	-1.02642	-0.31339	0.523587	0.239759	0.00706533	5.49667e-05	0.0453464	-0.153291	-0.107945	0.199704	0.305006	-0.00170221	9.42358e-05	-0.00047426	0      	0.005  	272.099
8.388017e+00      	39.6393	7.21924	7.2219 	144.435	144.433	0.00011671	0.00849533	1.58836	0.663033	0.282817	0.0124216	0.00037531	0.00925041	0.041874	0.00132574	-0.00106232	0.000416945	-0.0924348	-0.125402	0.606319	-1.02356	-0.312892	0.52248	0.24038	0.00712012	5.50247e-05	0.0455384	-0.153735	-0.108197	0.199691	0.304944	-0.00170284	9.45879e-05	-0.000474528	0      	0.005  	272.099
8.438017e+00      	39.6285	7.21924	7.22191	144.435	144.433	0.000117249	0.00853344	1.58834	0.660166	0.280036	0.0124269	0.00037865	0.0092789	0.0420624	0.00133284	-0.00106113	0.00041694	-0.0902301	-0.125401	0.602765	-1.02077	-0.312396	0.521376	0.240997	0.0071749	5.50831e-05	0.0457302	-0.154166	-0.108436	0.199679	0.304881	-0.00170347	9.49415e-05	-0.000474798	0      	0.005  	272.099
8.488017e+00      	39.6176	7.21925	7.22193	144.435	144.433	0.00011779	0.00857048	1.58832	0.657338	0.277281	0.0124321	0.000382001	0.00930701	0.0422454	0.0013398	-0.00105991	0.000416934	-0.0880814	-0.125401	0.599228	-1.01804	-0.311903	0.520276	0.241613	0.00722967	5.51419e-05	0.0459216	-0.154585	-0.108664	0.199666	0.304818	-0.00170411	9.52965e-05	-0.00047507	0      	0.005  	272.099
8.538017e+00      	39.6066	7.21925	7.22194	144.435	144.433	0.000118335	0.00860644	1.5883 	0.654547	0.274552	0.0124374	0.000385364	0.00933475	0.0424231	0.00134662	-0.00105867	0.000416928	-0.0859871	-0.1254	0.595708	-1.01538	-0.311411	0.519179	0.242225	0.00728443	5.5201e-05	0.0461128	-0.154992	-0.10888	0.199654	0.304755	-0.00170475	9.56529e-05	-0.000475342	0      	0.005  	272.099
8.588017e+00      	39.5956	7.21925	7.22195	144.435	144.433	0.000118883	0.00864132	1.58828	0.651793	0.271849	0.0124428	0.000388738	0.00936211	0.0425953	0.00135331	-0.00105741	0.000416923	-0.0839458	-0.1254	0.592205	-1.01277	-0.310922	0.518086	0.242835	0.00733918	5.52604e-05	0.0463035	-0.155387	-0.109084	0.199641	0.304692	-0.00170539	9.60106e-05	-0.000475617	0      	0.005  	272.099
8.638017e+00      	39.5845	7.21925	7.22197	144.435	144.433	0.000119434	0.00867514	1.58825	0.649075	0.269172	0.0124481	0.000392123	0.00938911	0.0427621	0.00135987	-0.00105613	0.000416917	-0.0819559	-0.125401	0.58872	-1.01023	-0.310435	0.516995	0.243442	0.00739392	5.53201e-05	0.0464939	-0.15577	-0.109277	0.199628	0.304628	-0.00170603	9.63697e-05	-0.000475892	0      	0.005  	272.099
8.688017e+00      	39.5734	7.21925	7.22198	144.435	144.433	0.000119988	0.00870789	1.58823	0.646393	0.26652	0.0124534	0.000395518	0.00941575	0.0429236	0.0013663	-0.00105483	0.000416912	-0.0800159	-0.125402	0.585253	-1.00774	-0.30995	0.515909	0.244047	0.00744865	5.53801e-05	0.0466838	-0.156142	-0.109458	0.199615	0.304564	-0.00170668	9.673e-05	-0.000476169	0      	0.005  	272.099
8.738017e+00      	39.5623	7.21925	7.22199	144.435	144.433	0.000120544	0.00873958	1.58821	0.643747	0.263893	0.0124587	0.000398924	0.00944204	0.0430798	0.0013726	-0.00105351	0.000416906	-0.0781245	-0.125403	0.581804	-1.00532	-0.309467	0.514826	0.244648	0.00750338	5.54404e-05	0.0468732	-0.156502	-0.109629	0.199602	0.3045 	-0.00170733	9.70915e-05	-0.000476446	0      	0.005  	272.099
8.788017e+00      	39.5511	7.21925	7.22201	144.435	144.433	0.000121103	0.00877021	1.58819	0.641136	0.261292	0.012464	0.000402339	0.00946798	0.0432307	0.00137878	-0.00105218	0.000416901	-0.0762802	-0.125404	0.578373	-1.00295	-0.308985	0.513746	0.245248	0.00755809	5.55008e-05	0.0470621	-0.156851	-0.109789	0.19959	0.304436	-0.00170798	9.74542e-05	-0.000476725	0      	0.005  	272.099
8.838017e+00      	39.5399	7.21925	7.22202	144.435	144.433	0.000121665	0.00879979	1.58817	0.638559	0.258715	0.0124694	0.000405764	0.00949357	0.0433763	0.00138483	-0.00105082	0.000416895	-0.0744819	-0.125406	0.57496	-1.00065	-0.308506	0.51267	0.245844	0.00761279	5.55615e-05	0.0472505	-0.157188	-0.109938	0.199577	0.304372	-0.00170863	9.78179e-05	-0.000477004	0      	0.005  	272.099
8.888017e+00      	39.5287	7.21925	7.22203	144.435	144.433	0.00012223	0.00882832	1.58815	0.636016	0.256164	0.0124747	0.000409197	0.00951883	0.0435167	0.00139075	-0.00104945	0.00041689	-0.0727282	-0.125408	0.571566	-0.998394	-0.308029	0.511598	0.246438	0.00766747	5.56224e-05	0.0474382	-0.157515	-0.110077	0.199564	0.304307	-0.00170929	9.81828e-05	-0.000477285	0      	0.005  	272.099
8.938017e+00      	39.5175	7.21925	7.22204	144.435	144.433	0.000122797	0.00885582	1.58813	0.633506	0.253636	0.0124801	0.000412639	0.00954375	0.0436519	0.00139656	-0.00104807	0.000416884	-0.0710179	-0.12541	0.568192	-0.996198	-0.307554	0.510529	0.247029	0.00772215	5.56835e-05	0.0476253	-0.15783	-0.110205	0.199551	0.304242	-0.00170994	9.85486e-05	-0.000477565	0      	0.005  	272.099
8.988017e+00      	39.5062	7.21925	7.22205	144.435	144.433	0.000123367	0.00888228	1.58811	0.631029	0.251133	0.0124854	0.00041609	0.00956834	0.0437819	0.00140224	-0.00104667	0.000416879	-0.0693499	-0.125412	0.564836	-0.994057	-0.30708	0.509464	0.247617	0.00777681	5.57447e-05	0.0478118	-0.158135	-0.110324	0.199538	0.304177	-0.0017106	9.89154e-05	-0.000477847	0      	0.005  	272.099
9.038017e+00      	39.495 	7.21925	7.22207	144.435	144.433	0.000123939	0.00890772	1.58809	0.628584	0.248654	0.0124908	0.000419548	0.00959261	0.0439067	0.0014078	-0.00104525	0.000416873	-0.0677229	-0.125415	0.5615 	-0.99197	-0.306608	0.508402	0.248202	0.00783146	5.58061e-05	0.0479975	-0.15843	-0.110432	0.199525	0.304112	-0.00171125	9.92832e-05	-0.000478129	0      	0.005  	272.099
9.088017e+00      	39.4837	7.21925	7.22208	144.435	144.433	0.000124514	0.00893215	1.58807	0.626171	0.246199	0.0124961	0.000423014	0.00961657	0.0440265	0.00141325	-0.00104382	0.000416868	-0.0661359	-0.125418	0.558183	-0.989936	-0.306138	0.507344	0.248785	0.00788609	5.58676e-05	0.0481826	-0.158714	-0.110531	0.199512	0.304047	-0.00171191	9.96518e-05	-0.000478411	0      	0.005  	272.099
9.138017e+00      	39.4724	7.21925	7.22209	144.435	144.433	0.000125091	0.00895556	1.58805	0.62379	0.243768	0.0125015	0.000426488	0.0096402	0.0441412	0.00141858	-0.00104237	0.000416862	-0.0645878	-0.12542	0.554885	-0.987954	-0.30567	0.50629	0.249365	0.00794071	5.59292e-05	0.0483668	-0.158988	-0.110621	0.199499	0.303982	-0.00171257	0.000100021	-0.000478693	0      	0.005  	272.099
9.188017e+00      	39.4611	7.21925	7.2221 	144.435	144.433	0.00012567	0.00897797	1.58802	0.62144	0.24136	0.0125069	0.000429968	0.00966353	0.0442508	0.0014238	-0.00104091	0.000416857	-0.0630775	-0.125424	0.551607	-0.986023	-0.305203	0.50524	0.249943	0.00799532	5.59908e-05	0.0485503	-0.159252	-0.110701	0.199486	0.303917	-0.00171323	0.000100391	-0.000478976	0      	0.005  	272.099
9.238017e+00      	39.4499	7.21925	7.22211	144.435	144.433	0.000126252	0.00899939	1.588  	0.61912	0.238975	0.0125123	0.000433454	0.00968656	0.0443555	0.0014289	-0.00103944	0.000416852	-0.061604	-0.125427	0.54835	-0.984143	-0.304738	0.504193	0.250517	0.00804991	5.60526e-05	0.0487329	-0.159505	-0.110773	0.199473	0.303852	-0.00171389	0.000100762	-0.000479259	0      	0.005  	272.099
9.288017e+00      	39.4386	7.21925	7.22212	144.435	144.433	0.000126836	0.00901983	1.58798	0.61683	0.236614	0.0125176	0.000436947	0.00970928	0.0444553	0.00143389	-0.00103795	0.000416846	-0.0601665	-0.12543	0.545112	-0.982312	-0.304275	0.50315	0.251089	0.00810449	5.61144e-05	0.0489147	-0.15975	-0.110835	0.19946	0.303787	-0.00171455	0.000101134	-0.000479542	0      	0.005  	272.099
9.338017e+00      	39.4273	7.21925	7.22213	144.435	144.433	0.000127422	0.00903929	1.58796	0.61457	0.234275	0.012523	0.000440445	0.00973171	0.0445501	0.00143877	-0.00103646	0.000416841	-0.0587638	-0.125434	0.541894	-0.980529	-0.303813	0.502111	0.251659	0.00815905	5.61762e-05	0.0490956	-0.159984	-0.110888	0.199447	0.303722	-0.00171521	0.000101507	-0.000479825	0      	0.005  	272.099
9.388017e+00      	39.416 	7.21925	7.22214	144.435	144.433	0.00012801	0.00905779	1.58794	0.612339	0.231959	0.0125284	0.000443949	0.00975384	0.0446402	0.00144354	-0.00103495	0.000416836	-0.0573951	-0.125438	0.538696	-0.978794	-0.303353	0.501076	0.252225	0.0082136	5.62381e-05	0.0492756	-0.160209	-0.110933	0.199434	0.303657	-0.00171587	0.00010188	-0.000480108	0      	0.005  	272.099
9.438017e+00      	39.4048	7.21925	7.22215	144.435	144.433	0.000128599	0.00907533	1.58792	0.610137	0.229666	0.0125338	0.000447458	0.00977569	0.0447254	0.0014482	-0.00103343	0.00041683	-0.0560595	-0.125442	0.535518	-0.977106	-0.302894	0.500044	0.252789	0.00826813	5.63e-05	0.0494546	-0.160424	-0.11097	0.199421	0.303592	-0.00171653	0.000102253	-0.000480391	0      	0.005  	272.099
9.488017e+00      	39.3935	7.21925	7.22216	144.435	144.433	0.000129191	0.00909193	1.5879 	0.607963	0.227394	0.0125392	0.000450971	0.00979726	0.0448059	0.00145276	-0.0010319	0.000416825	-0.0547561	-0.125446	0.53236	-0.975464	-0.302437	0.499017	0.25335	0.00832264	5.63619e-05	0.0496326	-0.160631	-0.110998	0.199408	0.303527	-0.00171718	0.000102627	-0.000480674	0      	0.005  	272.099
9.538017e+00      	39.3823	7.21925	7.22217	144.435	144.433	0.000129785	0.0091076	1.58788	0.605817	0.225145	0.0125446	0.000454489	0.00981854	0.0448817	0.00145721	-0.00103036	0.00041682	-0.0534842	-0.12545	0.529223	-0.973866	-0.301982	0.497993	0.253908	0.00837714	5.64237e-05	0.0498097	-0.160828	-0.111018	0.199395	0.303462	-0.00171784	0.000103002	-0.000480956	0      	0.005  	272.099
9.588017e+00      	39.3711	7.21925	7.22218	144.435	144.433	0.000130381	0.00912234	1.58786	0.603699	0.222918	0.01255	0.000458011	0.00983955	0.0449529	0.00146155	-0.00102881	0.000416815	-0.0522428	-0.125454	0.526106	-0.972312	-0.301527	0.496972	0.254464	0.00843162	5.64855e-05	0.0499857	-0.161016	-0.11103	0.199382	0.303397	-0.0017185	0.000103377	-0.000481238	0      	0.005  	272.099
9.638017e+00      	39.3599	7.21925	7.22219	144.435	144.433	0.000130978	0.00913616	1.58784	0.601608	0.220712	0.0125554	0.000461537	0.00986029	0.0450195	0.00146579	-0.00102725	0.000416809	-0.0510312	-0.125458	0.52301	-0.970802	-0.301074	0.495956	0.255017	0.00848608	5.65473e-05	0.0501606	-0.161196	-0.111035	0.199369	0.303333	-0.00171915	0.000103752	-0.00048152	0      	0.005  	272.099
9.688017e+00      	39.3487	7.21925	7.2222 	144.435	144.433	0.000131577	0.00914909	1.58782	0.599544	0.218528	0.0125608	0.000465066	0.00988076	0.0450816	0.00146993	-0.00102568	0.000416804	-0.0498486	-0.125462	0.519933	-0.969333	-0.300623	0.494944	0.255567	0.00854053	5.66091e-05	0.0503345	-0.161366	-0.111032	0.199356	0.303268	-0.0017198	0.000104128	-0.000481801	0      	0.005  	272.099
9.738017e+00      	39.3375	7.21925	7.2222 	144.435	144.433	0.000132178	0.00916113	1.5878 	0.597506	0.216365	0.0125662	0.000468599	0.00990097	0.0451392	0.00147398	-0.0010241	0.000416799	-0.0486943	-0.125467	0.516878	-0.967906	-0.300173	0.493935	0.256115	0.00859496	5.66707e-05	0.0505073	-0.161529	-0.111021	0.199343	0.303204	-0.00172046	0.000104504	-0.000482082	0      	0.005  	272.099
9.788017e+00      	39.3264	7.21926	7.22221	144.435	144.433	0.000132781	0.00917228	1.58778	0.595494	0.214224	0.0125716	0.000472133	0.00992092	0.0451924	0.00147792	-0.00102252	0.000416794	-0.0475676	-0.125471	0.513842	-0.96652	-0.299724	0.49293	0.25666	0.00864937	5.67323e-05	0.0506789	-0.161683	-0.111004	0.19933	0.30314	-0.00172111	0.000104881	-0.000482362	0      	0.005  	272.099
9.838017e+00      	39.3153	7.21926	7.22222	144.435	144.433	0.000133385	0.00918257	1.58776	0.593508	0.212103	0.012577	0.000475671	0.00994061	0.0452413	0.00148176	-0.00102092	0.000416789	-0.0464677	-0.125475	0.510827	-0.965173	-0.299277	0.491929	0.257202	0.00870376	5.67938e-05	0.0508494	-0.161828	-0.110979	0.199317	0.303076	-0.00172176	0.000105257	-0.000482642	0      	0.005  	272.099
9.888017e+00      	39.3043	7.21926	7.22223	144.435	144.433	0.00013399	0.009192	1.58775	0.591547	0.210002	0.0125824	0.00047921	0.00996006	0.0452858	0.00148551	-0.00101932	0.000416784	-0.0453939	-0.12548	0.507833	-0.963864	-0.298831	0.490931	0.257741	0.00875814	5.68552e-05	0.0510187	-0.161966	-0.110947	0.199305	0.303012	-0.00172241	0.000105634	-0.000482921	0      	0.005  	272.099
9.938017e+00      	39.2932	7.21926	7.22224	144.435	144.433	0.000134597	0.00920059	1.58773	0.589611	0.207923	0.0125878	0.000482751	0.00997925	0.0453262	0.00148916	-0.00101771	0.000416779	-0.0443457	-0.125484	0.504858	-0.962593	-0.298386	0.489938	0.258278	0.0088125	5.69165e-05	0.0511869	-0.162095	-0.110908	0.199292	0.302948	-0.00172305	0.000106011	-0.000483199	0      	0.005  	272.099
